"Created at:","Aug 10, 2025"
"Applied Filters:"
"Area Median Income","0 - 30%; 30 - 60%; 60 - 80%; 80 - 100%; 100 - 150%; 150%+"
"Building Age","Before 1940; 1940 - 59; 1960 - 79; 1980 - 99; 2000 - 19; 2020+"
"Heating Fuel Type","Utility Gas; Bottled Gas; Electricity; Fuel Oil; Coal; Wood; Solar; Other; None"
"Building Type","1 unit detached; 1 unit attached; 2 units; 3 - 4 units; 5 - 9 units; 10 - 19 units; 20 - 49 units; 50+ units; Boat/RV/Van; Mobile/Trailer"
Rent/Own,"Renter-occupied; Owner-occupied"

"Geography ID",Name,State,County,"Energy Burden (% income)","Energy Burden (% income) (Electricity)","Energy Burden (% income) (Gas)","Energy Burden (% income) (Other)","Avg. Annual Energy Cost ($)","Avg. Annual Energy Cost ($) (Electricity)","Avg. Annual Energy Cost ($) (Gas)","Avg. Annual Energy Cost ($) (Other)","Total Households","Household Income","Black/ African American (% pop.)","American Indian/ Native Alaskan (% pop.)","Asian (% pop.)","Native Hawaiian/ Other Pacific Islander (% pop.)","White Hispanic or Latino (% pop.)","White Non-Hispanic or Latino (% pop.)","Two or More Races (% pop.)","Other Races (% pop.)","Less Than High School (% pop.)","High School (% pop.)","Associates or Some College (% pop.)","Bachelors or Higher (% pop.)"
24031700830,"Census Tract 7008.30, Montgomery County",Maryland,"Montgomery County",2,1,1,0,2083,1388,673,22,1023,92751,35,2,23,0,10,24,4,2,3,16,29,53
24031700832,"Census Tract 7008.32, Montgomery County",Maryland,"Montgomery County",2,2,0,0,2517,1780,423,314,898,108167,26,0,6,0,7,20,9,31,14,26,30,30
24031700833,"Census Tract 7008.33, Montgomery County",Maryland,"Montgomery County",2,1,0,0,2276,1726,527,23,1368,125136,17,0,16,0,4,40,9,14,26,12,12,51
24031700834,"Census Tract 7008.34, Montgomery County",Maryland,"Montgomery County",2,2,0,0,1764,1650,112,2,1701,102316,35,0,7,0,16,12,25,5,7,15,34,44
24031700835,"Census Tract 7008.35, Montgomery County",Maryland,"Montgomery County",1,1,0,0,2600,1753,825,22,1411,179072,30,0,31,0,7,24,5,3,8,10,19,64
24031700836,"Census Tract 7008.36, Montgomery County",Maryland,"Montgomery County",1,1,0,0,2063,1565,496,2,608,137701,13,0,23,0,0,34,30,0,0,4,13,83
24031700837,"Census Tract 7008.37, Montgomery County",Maryland,"Montgomery County",2,1,0,0,1856,1426,417,13,2467,118264,10,0,42,0,8,21,11,8,6,17,12,64
24031700838,"Census Tract 7008.38, Montgomery County",Maryland,"Montgomery County",1,1,0,0,1719,1339,379,1,2085,122483,25,0,12,0,3,40,19,1,1,7,24,68
24031700839,"Census Tract 7008.39, Montgomery County",Maryland,"Montgomery County",1,1,0,0,1748,1302,442,4,2503,146480,15,0,26,0,4,49,4,2,1,2,14,84
24031700901,"Census Tract 7009.01, Montgomery County",Maryland,"Montgomery County",2,1,0,0,1624,1271,351,2,2965,104315,9,0,31,0,4,47,4,5,6,12,18,64
24031700902,"Census Tract 7009.02, Montgomery County",Maryland,"Montgomery County",2,1,1,0,3071,1871,1160,40,1400,189991,15,0,14,0,11,37,4,19,19,12,21,48
24031700903,"Census Tract 7009.03, Montgomery County",Maryland,"Montgomery County",2,1,1,0,2347,1423,784,140,633,130304,16,4,7,0,6,25,12,30,10,21,24,44
24031700904,"Census Tract 7009.04, Montgomery County",Maryland,"Montgomery County",2,1,0,0,1600,1190,410,0,1721,103788,17,0,46,0,3,17,9,8,6,11,24,60
24031700905,"Census Tract 7009.05, Montgomery County",Maryland,"Montgomery County",2,1,0,0,2089,1398,687,4,1500,138723,6,0,40,0,2,48,3,1,3,4,6,87
24031701001,"Census Tract 7010.01, Montgomery County",Maryland,"Montgomery County",1,1,0,0,2348,1481,838,29,2116,178257,13,0,13,0,2,53,14,5,5,10,22,63
24031701002,"Census Tract 7010.02, Montgomery County",Maryland,"Montgomery County",1,1,0,0,2367,1659,700,8,1626,225247,2,0,17,0,5,70,5,1,2,2,12,84
24031701004,"Census Tract 7010.04, Montgomery County",Maryland,"Montgomery County",1,1,1,0,2687,1622,1057,8,1714,192307,8,0,11,0,5,58,9,9,6,4,15,75
24031701005,"Census Tract 7010.05, Montgomery County",Maryland,"Montgomery County",1,1,1,0,2866,1757,1093,16,1081,211382,7,1,22,0,4,54,12,0,2,3,12,83
24031701006,"Census Tract 7010.06, Montgomery County",Maryland,"Montgomery County",1,1,0,0,2806,1793,945,68,1844,222946,5,0,25,0,2,63,5,0,1,4,8,86
24031701007,"Census Tract 7010.07, Montgomery County",Maryland,"Montgomery County",1,1,0,0,2068,1305,747,16,1455,155602,19,0,27,0,6,34,8,6,0,5,22,73
24031701101,"Census Tract 7011.01, Montgomery County",Maryland,"Montgomery County",2,1,1,0,2769,1606,1149,14,1582,178034,5,0,17,0,8,43,12,17,9,8,20,63
24031701102,"Census Tract 7011.02, Montgomery County",Maryland,"Montgomery County",2,1,1,0,2610,1633,948,29,2026,135306,11,0,19,0,5,28,11,27,16,16,18,50
24031701201,"Census Tract 7012.01, Montgomery County",Maryland,"Montgomery County",1,1,1,0,2892,1675,1202,15,2453,196036,9,0,9,0,15,41,19,7,11,12,12,65
24031701202,"Census Tract 7012.02, Montgomery County",Maryland,"Montgomery County",1,1,0,0,3262,1882,1336,44,998,294475,0,0,8,0,1,77,14,0,0,3,6,91
24031701205,"Census Tract 7012.05, Montgomery County",Maryland,"Montgomery County",1,1,0,0,3350,2098,1157,95,2386,313556,10,0,11,0,4,68,5,1,1,1,10,88
24031701206,"Census Tract 7012.06, Montgomery County",Maryland,"Montgomery County",1,1,0,0,3338,2165,1105,68,2074,295180,1,0,21,0,12,57,7,2,1,3,6,90
24031701210,"Census Tract 7012.10, Montgomery County",Maryland,"Montgomery County",1,1,0,0,3367,2041,1010,316,1244,277227,3,0,17,0,3,70,4,3,2,3,4,92
24031701211,"Census Tract 7012.11, Montgomery County",Maryland,"Montgomery County",2,1,1,0,2364,1507,821,36,2422,157116,12,1,23,0,6,38,8,11,4,9,13,74
24031701212,"Census Tract 7012.12, Montgomery County",Maryland,"Montgomery County",2,1,0,0,3460,2510,617,333,865,222434,8,0,9,0,3,63,15,1,0,13,24,62
24031701214,"Census Tract 7012.14, Montgomery County",Maryland,"Montgomery County",1,1,0,0,1682,1219,459,4,1998,186781,9,0,17,0,3,53,14,3,2,2,7,88
24031701215,"Census Tract 7012.15, Montgomery County",Maryland,"Montgomery County",1,1,0,0,1570,1243,324,3,2538,151395,4,1,20,0,8,61,5,2,8,3,19,70
24031701216,"Census Tract 7012.16, Montgomery County",Maryland,"Montgomery County",1,1,0,0,1262,1007,255,0,3371,130983,17,0,27,0,3,42,6,5,4,2,10,84
24031701218,"Census Tract 7012.18, Montgomery County",Maryland,"Montgomery County",1,1,0,0,1103,918,185,0,1469,107330,20,0,21,0,2,51,7,1,6,4,20,70
24031701219,"Census Tract 7012.19, Montgomery County",Maryland,"Montgomery County",2,1,1,0,1445,940,505,0,1887,92654,20,1,13,0,6,19,21,20,16,17,15,52
24031701220,"Census Tract 7012.20, Montgomery County",Maryland,"Montgomery County",1,1,0,0,3181,1967,954,260,1159,272069,8,0,40,0,1,42,7,2,1,1,7,91
24031701221,"Census Tract 7012.21, Montgomery County",Maryland,"Montgomery County",1,1,0,0,2477,1562,907,8,1728,202858,8,0,48,0,8,32,4,1,3,4,12,81
24031701222,"Census Tract 7012.22, Montgomery County",Maryland,"Montgomery County",1,1,0,0,2008,1509,492,7,1757,218373,14,0,19,0,1,59,7,0,0,1,12,87
24031701223,"Census Tract 7012.23, Montgomery County",Maryland,"Montgomery County",1,1,0,0,1344,1240,103,1,1559,152333,12,0,10,0,5,59,12,1,4,4,13,79
24031701303,"Census Tract 7013.03, Montgomery County",Maryland,"Montgomery County",1,1,1,0,2786,1575,1207,4,1371,197634,5,0,14,0,2,74,5,0,2,2,17,79
24031701304,"Census Tract 7013.04, Montgomery County",Maryland,"Montgomery County",2,1,0,0,3509,1899,928,682,2158,232609,6,0,8,0,2,68,13,2,1,5,19,74
24031701306,"Census Tract 7013.06, Montgomery County",Maryland,"Montgomery County",1,1,0,0,3161,1881,1081,199,929,221059,1,0,10,0,3,78,5,2,2,7,13,77
24031701307,"Census Tract 7013.07, Montgomery County",Maryland,"Montgomery County",2,1,0,0,3619,2196,1063,360,1617,225835,24,0,20,0,8,41,4,3,1,11,13,75
24031701308,"Census Tract 7013.08, Montgomery County",Maryland,"Montgomery County",2,1,0,0,3305,2076,936,293,1421,197212,18,0,19,0,1,50,7,5,3,11,13,72
24031701312,"Census Tract 7013.12, Montgomery County",Maryland,"Montgomery County",1,1,0,0,3021,2091,806,124,2004,202495,14,1,9,0,4,58,9,4,1,6,26,66
24031701313,"Census Tract 7013.13, Montgomery County",Maryland,"Montgomery County",1,1,0,0,3007,1956,1007,44,1152,217253,10,0,9,0,4,56,12,9,1,22,14,62
24031701314,"Census Tract 7013.14, Montgomery County",Maryland,"Montgomery County",1,1,0,0,2970,2104,614,252,994,209116,14,0,13,0,3,51,15,4,0,12,14,73
24031701315,"Census Tract 7013.15, Montgomery County",Maryland,"Montgomery County",1,1,0,0,2335,1735,595,5,1636,176778,16,0,23,0,3,46,7,5,4,17,18,61
24031701316,"Census Tract 7013.16, Montgomery County",Maryland,"Montgomery County",2,1,0,0,3078,1826,687,565,2206,203313,12,0,7,0,2,67,6,6,10,7,21,63
24031701317,"Census Tract 7013.17, Montgomery County",Maryland,"Montgomery County",1,1,1,0,3593,2014,1231,348,1381,243808,13,0,9,0,2,63,9,4,3,4,23,71
24031701407,"Census Tract 7014.07, Montgomery County",Maryland,"Montgomery County",2,1,0,0,3370,2057,917,396,1745,185811,25,0,10,0,1,44,8,12,1,6,24,69
24031701408,"Census Tract 7014.08, Montgomery County",Maryland,"Montgomery County",2,1,0,0,3238,1669,786,783,1699,172154,15,0,14,0,9,44,8,10,13,17,18,53
24031701409,"Census Tract 7014.09, Montgomery County",Maryland,"Montgomery County",1,1,0,0,3177,1838,958,381,1335,214359,26,1,20,0,4,35,7,7,1,12,35,52
24031701414,"Census Tract 7014.14, Montgomery County",Maryland,"Montgomery County",2,1,1,0,2689,1650,888,151,2320,162171,53,0,18,0,2,15,5,7,6,16,24,54
24031701415,"Census Tract 7014.15, Montgomery County",Maryland,"Montgomery County",2,1,0,0,3029,1966,769,294,2365,154384,38,0,12,0,5,23,11,11,8,18,15,59
24031701417,"Census Tract 7014.17, Montgomery County",Maryland,"Montgomery County",2,1,0,0,1613,1290,281,42,2600,96229,68,0,11,0,0,7,6,8,5,23,18,53
24031701418,"Census Tract 7014.18, Montgomery County",Maryland,"Montgomery County",2,1,0,0,2037,1610,416,11,1017,117549,57,0,11,0,3,20,7,2,5,12,29,54
24031701422,"Census Tract 7014.22, Montgomery County",Maryland,"Montgomery County",3,2,1,0,1918,1318,594,6,1144,59726,75,0,6,0,1,5,8,5,3,44,23,31
24031701423,"Census Tract 7014.23, Montgomery County",Maryland,"Montgomery County",2,2,0,0,2095,1665,426,4,1973,108955,64,0,10,0,2,8,7,8,7,16,27,50
24031701424,"Census Tract 7014.24, Montgomery County",Maryland,"Montgomery County",2,1,1,0,2674,1630,1015,29,730,158524,23,0,12,0,18,19,16,11,6,28,20,47
24031701425,"Census Tract 7014.25, Montgomery County",Maryland,"Montgomery County",1,1,0,0,1643,1488,138,17,1689,130460,55,0,4,0,3,30,3,5,4,11,16,69
24031701426,"Census Tract 7014.26, Montgomery County",Maryland,"Montgomery County",2,1,0,0,2091,1600,487,4,1759,138530,48,0,21,0,10,13,4,4,3,17,33,47
24031701427,"Census Tract 7014.27, Montgomery County",Maryland,"Montgomery County",1,1,0,0,2348,1720,472,156,897,162002,48,1,23,0,5,7,10,5,3,15,25,57
24031701503,"Census Tract 7015.03, Montgomery County",Maryland,"Montgomery County",2,1,1,0,2746,1669,1061,16,1998,173775,34,4,18,0,10,23,4,7,9,18,22,51
24031701505,"Census Tract 7015.05, Montgomery County",Maryland,"Montgomery County",2,1,1,0,2466,1605,797,64,2300,129174,44,1,6,0,12,21,6,11,9,24,22,44
24031701506,"Census Tract 7015.06, Montgomery County",Maryland,"Montgomery County",2,1,1,0,2856,1765,1009,82,1740,183269,39,0,8,0,11,34,5,3,7,8,12,73
24031701507,"Census Tract 7015.07, Montgomery County",Maryland,"Montgomery County",2,1,0,0,2734,1806,827,101,1989,167145,23,0,28,0,0,36,6,8,1,9,12,78
24031701508,"Census Tract 7015.08, Montgomery County",Maryland,"Montgomery County",3,2,1,0,1930,1443,471,16,1541,77146,76,0,3,0,1,9,6,5,4,15,26,54
24031701509,"Census Tract 7015.09, Montgomery County",Maryland,"Montgomery County",3,2,1,0,2231,1478,692,61,2230,82118,50,2,11,0,4,13,6,14,20,26,20,34
24031701601,"Census Tract 7016.01, Montgomery County",Maryland,"Montgomery County",2,1,1,0,1501,1041,460,0,706,91881,58,6,7,0,1,4,2,23,13,29,23,35
24031701602,"Census Tract 7016.02, Montgomery County",Maryland,"Montgomery County",3,2,1,0,2206,1440,765,1,1539,78853,14,0,16,0,2,8,5,55,37,20,13,29
24031701701,"Census Tract 7017.01, Montgomery County",Maryland,"Montgomery County",1,1,1,0,1651,976,665,10,1079,111122,21,2,5,0,2,54,10,6,5,13,17,65
24031701702,"Census Tract 7017.02, Montgomery County",Maryland,"Montgomery County",2,1,1,0,1496,1019,472,5,889,82018,42,0,3,0,1,31,8,14,4,20,23,53
24031701703,"Census Tract 7017.03, Montgomery County",Maryland,"Montgomery County",2,1,1,0,2434,1538,885,11,1011,130637,37,2,12,0,3,33,7,6,15,12,13,60
24031701704,"Census Tract 7017.04, Montgomery County",Maryland,"Montgomery County",2,1,1,0,2350,1513,824,13,638,148937,21,0,4,0,1,54,6,14,8,14,14,63
24031701800,"Census Tract 7018, Montgomery County",Maryland,"Montgomery County",1,1,0,0,1801,1165,608,28,1357,123899,46,0,5,0,0,40,7,2,7,17,25,50
24031701900,"Census Tract 7019, Montgomery County",Maryland,"Montgomery County",2,1,1,0,1713,1078,528,107,1132,85285,10,0,3,0,3,31,21,32,22,7,24,46
24031702000,"Census Tract 7020, Montgomery County",Maryland,"Montgomery County",3,2,1,0,2199,1364,800,35,1252,83410,24,0,4,0,8,7,4,53,37,27,15,21
24031702101,"Census Tract 7021.01, Montgomery County",Maryland,"Montgomery County",2,1,1,0,2502,1543,955,4,1361,104934,38,0,22,0,2,12,11,14,14,27,22,37
24031702102,"Census Tract 7021.02, Montgomery County",Maryland,"Montgomery County",1,1,1,0,2877,1662,1206,9,651,205857,5,0,6,0,1,72,7,10,0,1,11,87
24031702200,"Census Tract 7022, Montgomery County",Maryland,"Montgomery County",2,1,1,0,2742,1517,1206,19,827,178818,15,1,6,0,4,54,13,8,8,1,15,76
24031702301,"Census Tract 7023.01, Montgomery County",Maryland,"Montgomery County",2,1,0,0,1546,1143,402,1,1257,91095,34,0,6,2,8,20,3,27,12,23,11,54
24031702302,"Census Tract 7023.02, Montgomery County",Maryland,"Montgomery County",2,1,1,0,1843,1222,617,4,1313,113180,41,0,2,0,5,43,5,4,6,19,17,57
24031702401,"Census Tract 7024.01, Montgomery County",Maryland,"Montgomery County",1,1,1,0,2702,1577,1093,32,576,190853,14,0,2,0,7,66,8,3,1,11,6,82
24031702402,"Census Tract 7024.02, Montgomery County",Maryland,"Montgomery County",2,1,0,0,1501,1128,371,2,1558,100034,37,2,4,0,1,37,8,11,8,6,16,69
24031702501,"Census Tract 7025.01, Montgomery County",Maryland,"Montgomery County",1,1,0,0,980,762,218,0,2140,107106,41,0,9,0,1,37,12,0,0,5,11,85
24031702502,"Census Tract 7025.02, Montgomery County",Maryland,"Montgomery County",1,1,0,0,1237,1030,195,12,951,91459,37,0,12,1,1,30,8,12,8,18,25,49
24031702503,"Census Tract 7025.03, Montgomery County",Maryland,"Montgomery County",1,1,0,0,936,795,141,0,2424,94984,39,0,8,0,2,33,13,5,6,7,14,74
24031702602,"Census Tract 7026.02, Montgomery County",Maryland,"Montgomery County",1,1,0,0,1290,873,416,1,2007,111243,37,0,10,0,2,39,5,7,2,7,14,77
24031702603,"Census Tract 7026.03, Montgomery County",Maryland,"Montgomery County",1,1,0,0,981,783,198,0,1065,111721,36,1,8,0,0,45,10,0,3,5,11,81
24031702604,"Census Tract 7026.04, Montgomery County",Maryland,"Montgomery County",1,1,0,0,837,709,128,0,1748,98238,39,0,15,0,5,33,6,3,1,6,23,70
24031702700,"Census Tract 7027, Montgomery County",Maryland,"Montgomery County",2,1,1,0,2429,1572,856,1,1810,127984,37,0,8,0,5,35,6,9,9,6,7,78
24031702800,"Census Tract 7028, Montgomery County",Maryland,"Montgomery County",1,1,0,0,1490,986,500,4,1952,131184,23,0,5,0,3,57,11,2,2,2,9,87
24031702900,"Census Tract 7029, Montgomery County",Maryland,"Montgomery County",1,1,0,0,1662,1036,620,6,1254,160533,15,0,6,0,4,65,8,3,1,1,11,87
24031703000,"Census Tract 7030, Montgomery County",Maryland,"Montgomery County",2,1,1,0,2803,1589,1211,3,315,171024,7,0,7,0,2,68,8,8,3,8,13,76
24031703100,"Census Tract 7031, Montgomery County",Maryland,"Montgomery County",1,1,1,0,2705,1640,1058,7,886,187439,13,3,9,0,10,46,14,5,9,14,18,60
24031703201,"Census Tract 7032.01, Montgomery County",Maryland,"Montgomery County",2,1,1,0,2970,1632,1325,13,2291,192703,8,0,10,0,9,55,7,11,5,23,17,55
24031703202,"Census Tract 7032.02, Montgomery County",Maryland,"Montgomery County",2,1,1,0,2740,1652,1068,20,2072,168123,10,1,9,0,2,66,6,7,4,5,25,66
24031703206,"Census Tract 7032.06, Montgomery County",Maryland,"Montgomery County",2,1,1,0,2657,1677,947,33,1277,171876,20,0,14,0,5,36,9,15,4,7,20,69
24031703207,"Census Tract 7032.07, Montgomery County",Maryland,"Montgomery County",2,1,1,0,2597,1592,957,48,1670,137788,15,0,6,0,7,25,5,41,17,19,21,43
24031703208,"Census Tract 7032.08, Montgomery County",Maryland,"Montgomery County",1,1,1,0,3111,1880,1110,121,1472,218934,11,0,4,0,2,70,4,9,5,6,12,77
24031703209,"Census Tract 7032.09, Montgomery County",Maryland,"Montgomery County",2,1,1,0,2100,1338,746,16,2524,122511,30,0,15,0,1,28,9,17,6,19,21,54
24031703210,"Census Tract 7032.10, Montgomery County",Maryland,"Montgomery County",2,1,1,0,2904,1745,1144,15,1245,180948,24,1,8,0,3,49,7,9,7,11,22,60
24031703213,"Census Tract 7032.13, Montgomery County",Maryland,"Montgomery County",2,2,1,0,1751,1285,461,5,2444,77671,20,0,9,0,5,12,8,46,20,33,23,23
24031703214,"Census Tract 7032.14, Montgomery County",Maryland,"Montgomery County",2,1,1,0,1838,1300,536,2,2616,94294,28,1,3,0,6,12,12,37,21,27,28,24
24031703215,"Census Tract 7032.15, Montgomery County",Maryland,"Montgomery County",2,1,1,0,2396,1547,845,4,1044,133468,23,0,7,0,1,27,11,30,19,14,21,45
24031703216,"Census Tract 7032.16, Montgomery County",Maryland,"Montgomery County",3,2,0,0,1774,1615,154,5,2222,68764,29,1,14,0,4,43,1,8,1,31,25,43
24031703218,"Census Tract 7032.18, Montgomery County",Maryland,"Montgomery County",1,1,0,0,1280,1234,41,5,1453,109741,15,0,8,0,1,73,3,0,2,14,21,63
24031703219,"Census Tract 7032.19, Montgomery County",Maryland,"Montgomery County",1,1,0,0,1343,1151,190,2,2359,103874,11,0,4,0,1,80,1,4,2,15,27,55
24031703220,"Census Tract 7032.20, Montgomery County",Maryland,"Montgomery County",2,1,1,0,2118,1513,590,15,1825,117467,39,0,8,0,3,25,8,16,9,19,22,50
24031703221,"Census Tract 7032.21, Montgomery County",Maryland,"Montgomery County",1,1,0,0,2443,1931,430,82,1522,162850,36,1,13,0,2,32,11,6,5,10,18,68
24031703222,"Census Tract 7032.22, Montgomery County",Maryland,"Montgomery County",2,1,0,0,2187,1619,563,5,1528,119274,38,0,8,0,2,16,10,25,5,19,32,44
24031703223,"Census Tract 7032.23, Montgomery County",Maryland,"Montgomery County",1,1,0,0,2771,1825,914,32,1856,202675,40,0,19,0,4,18,13,6,7,5,12,76
24031703301,"Census Tract 7033.01, Montgomery County",Maryland,"Montgomery County",2,1,1,0,3017,1702,1293,22,1388,153924,7,2,18,0,17,24,5,27,16,21,25,38
24031703302,"Census Tract 7033.02, Montgomery County",Maryland,"Montgomery County",2,1,1,0,3137,1622,1498,17,1275,150405,4,1,10,0,10,16,18,41,31,26,13,30
24031703401,"Census Tract 7034.01, Montgomery County",Maryland,"Montgomery County",2,1,1,0,2809,1636,1156,17,1462,127620,9,0,14,0,4,23,12,38,23,18,23,36
24031703402,"Census Tract 7034.02, Montgomery County",Maryland,"Montgomery County",2,1,1,0,2881,1697,1178,6,1043,170599,10,1,34,0,6,20,2,28,19,18,23,40
24031703403,"Census Tract 7034.03, Montgomery County",Maryland,"Montgomery County",2,1,1,0,2923,1699,1219,5,959,156087,13,0,8,0,7,18,9,44,27,17,25,30
24031703404,"Census Tract 7034.04, Montgomery County",Maryland,"Montgomery County",3,2,1,0,2934,1795,1137,2,890,116745,5,1,4,0,12,7,7,64,36,24,27,13
24031703501,"Census Tract 7035.01, Montgomery County",Maryland,"Montgomery County",2,1,1,0,2600,1538,1059,3,2101,114267,26,0,11,0,16,13,7,28,19,36,19,27
24031703502,"Census Tract 7035.02, Montgomery County",Maryland,"Montgomery County",2,1,1,0,2581,1470,1107,4,1160,147806,12,1,7,0,3,55,18,4,3,12,11,74
24031703601,"Census Tract 7036.01, Montgomery County",Maryland,"Montgomery County",2,1,1,0,2559,1518,1012,29,1880,154946,3,0,6,0,6,59,9,16,2,22,15,61
24031703602,"Census Tract 7036.02, Montgomery County",Maryland,"Montgomery County",2,1,1,0,3019,1721,1071,227,976,189214,9,0,3,0,4,64,15,6,2,4,15,80
24031703701,"Census Tract 7037.01, Montgomery County",Maryland,"Montgomery County",2,1,1,0,2890,1676,1211,3,1181,128293,9,0,6,0,5,15,5,61,41,21,19,19
24031703702,"Census Tract 7037.02, Montgomery County",Maryland,"Montgomery County",2,1,1,0,2843,1654,1178,11,1312,144418,19,2,17,0,5,22,6,30,12,23,20,45
24031703800,"Census Tract 7038, Montgomery County",Maryland,"Montgomery County",2,1,0,0,1593,1303,287,3,2135,100817,49,0,2,0,2,25,12,10,9,4,26,62
24031703901,"Census Tract 7039.01, Montgomery County",Maryland,"Montgomery County",2,1,1,0,2812,1714,1096,2,598,186199,11,1,7,0,6,55,11,10,4,6,15,74
24031703902,"Census Tract 7039.02, Montgomery County",Maryland,"Montgomery County",2,1,1,0,2386,1524,858,4,2747,143124,23,1,7,0,11,28,6,23,11,5,32,51
24031704000,"Census Tract 7040, Montgomery County",Maryland,"Montgomery County",2,1,1,0,2239,1472,751,16,1767,138218,13,3,7,0,2,36,11,28,21,7,15,56
24031704100,"Census Tract 7041, Montgomery County",Maryland,"Montgomery County",1,1,0,0,2837,1733,1057,47,1674,222687,3,1,4,1,1,81,8,1,1,3,11,86
24031704200,"Census Tract 7042, Montgomery County",Maryland,"Montgomery County",1,1,1,0,2779,1708,1026,45,813,196355,4,0,14,0,6,66,7,3,2,9,10,78
24031704300,"Census Tract 7043, Montgomery County",Maryland,"Montgomery County",1,1,1,0,2899,1676,1218,5,1332,215670,4,2,7,0,2,74,10,1,2,4,11,82
24031704401,"Census Tract 7044.01, Montgomery County",Maryland,"Montgomery County",1,1,0,0,3450,2119,1275,56,1120,349615,5,0,19,0,5,57,13,1,0,2,7,90
24031704403,"Census Tract 7044.03, Montgomery County",Maryland,"Montgomery County",1,1,0,0,1297,1018,278,1,894,134960,8,1,9,0,10,63,7,2,6,4,15,75
24031704404,"Census Tract 7044.04, Montgomery County",Maryland,"Montgomery County",1,1,0,0,2984,1913,1033,38,2102,307354,7,0,7,0,2,72,9,3,4,7,6,84
24031704501,"Census Tract 7045.01, Montgomery County",Maryland,"Montgomery County",1,1,0,0,3434,2067,1206,161,1091,317149,4,0,17,0,7,58,10,4,0,4,9,87
24031704502,"Census Tract 7045.02, Montgomery County",Maryland,"Montgomery County",1,1,0,0,3790,2305,1387,98,993,323123,5,2,10,0,1,69,9,4,0,3,3,94
24031704503,"Census Tract 7045.03, Montgomery County",Maryland,"Montgomery County",1,1,0,0,3545,2120,1382,43,1424,339587,1,0,12,0,6,65,14,2,3,2,5,91
24031704600,"Census Tract 7046, Montgomery County",Maryland,"Montgomery County",1,1,0,0,3188,1904,1261,23,1896,316637,7,0,11,0,5,69,9,0,3,2,5,90
24031704700,"Census Tract 7047, Montgomery County",Maryland,"Montgomery County",1,1,0,0,3667,2074,1462,131,1325,369128,7,2,9,0,3,74,5,0,0,2,2,96
24031704803,"Census Tract 7048.03, Montgomery County",Maryland,"Montgomery County",1,1,0,0,1310,1012,294,4,2299,135799,6,0,14,0,4,66,9,1,0,1,10,89
24031704804,"Census Tract 7048.04, Montgomery County",Maryland,"Montgomery County",1,1,0,0,1522,1138,383,1,1145,198313,8,0,11,0,4,68,8,0,1,0,6,92
24031704805,"Census Tract 7048.05, Montgomery County",Maryland,"Montgomery County",1,1,0,0,1212,962,250,0,1493,163350,10,0,15,0,3,67,5,1,6,3,9,81
24031704806,"Census Tract 7048.06, Montgomery County",Maryland,"Montgomery County",1,1,0,0,1176,942,233,1,2482,138249,4,0,17,0,8,63,6,1,1,3,6,89
24031705000,"Census Tract 7050, Montgomery County",Maryland,"Montgomery County",1,1,0,0,2892,1742,1134,16,1811,283334,5,0,7,0,3,72,12,0,4,4,5,87
24031705100,"Census Tract 7051, Montgomery County",Maryland,"Montgomery County",1,1,0,0,3142,1893,1173,76,2045,315354,12,0,3,0,2,76,6,1,0,1,5,94
24031705200,"Census Tract 7052, Montgomery County",Maryland,"Montgomery County",1,1,0,0,3669,2133,1502,34,1106,373101,1,0,5,0,1,87,6,0,0,1,5,94
24031705300,"Census Tract 7053, Montgomery County",Maryland,"Montgomery County",1,1,0,0,3772,2058,1536,178,682,372437,0,1,1,0,1,91,6,0,0,0,1,99
24031705400,"Census Tract 7054, Montgomery County",Maryland,"Montgomery County",1,1,0,0,3888,2114,1579,195,995,394568,0,0,4,0,2,85,8,1,0,1,5,95
24031705501,"Census Tract 7055.01, Montgomery County",Maryland,"Montgomery County",1,1,0,0,1504,1097,404,3,1206,174396,2,2,25,0,4,63,2,1,1,7,7,85
24031705502,"Census Tract 7055.02, Montgomery County",Maryland,"Montgomery County",1,1,0,0,3133,1817,1251,65,1669,311002,5,0,4,0,2,83,6,0,1,1,12,86
24031705601,"Census Tract 7056.01, Montgomery County",Maryland,"Montgomery County",1,1,0,0,3520,1943,1552,25,1157,315207,1,0,4,0,4,73,16,2,0,2,4,94
24031705602,"Census Tract 7056.02, Montgomery County",Maryland,"Montgomery County",1,1,0,0,1354,1055,291,8,2526,178725,4,0,8,0,6,71,9,1,0,3,10,87
24031705701,"Census Tract 7057.01, Montgomery County",Maryland,"Montgomery County",1,1,0,0,2863,1792,1048,23,1622,280896,5,0,8,0,2,79,6,0,2,2,5,91
24031705702,"Census Tract 7057.02, Montgomery County",Maryland,"Montgomery County",1,1,0,0,3157,1968,1126,63,1672,298985,1,0,8,0,4,74,9,4,1,1,5,94
24031705800,"Census Tract 7058, Montgomery County",Maryland,"Montgomery County",1,1,0,0,3845,2176,1252,417,2306,342448,4,0,8,0,2,77,7,2,1,1,4,94
24031705901,"Census Tract 7059.01, Montgomery County",Maryland,"Montgomery County",1,1,0,0,3547,2146,1326,75,1498,335338,7,0,14,0,4,67,6,1,1,1,5,93
24031705902,"Census Tract 7059.02, Montgomery County",Maryland,"Montgomery County",1,1,0,0,3653,2220,1397,36,1407,355220,5,0,15,0,4,61,10,5,0,1,6,92
